CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
48e73dd4ab5d   sectorizador        28.19%    24.24MiB / 3.823GiB   0.62%     1.09MB / 1.07MB   0B / 0B      4
c46f710821e4   cliente_atm         0.01%     23.65MiB / 3.823GiB   0.60%     25.2kB / 39.1kB   0B / 0B      1
cd6bfe45793d   kafka_ui            0.34%     240.9MiB / 3.823GiB   6.15%     55.9kB / 6.24kB   0B / 209kB   35
0802920a6c28   redis               37.55%    10.71MiB / 3.823GiB   0.27%     4.02MB / 1.53MB   0B / 0B      6
f29aad2c7381   mongodb             154.35%   141.7MiB / 3.823GiB   3.62%     2.13MB / 625kB    0B / 0B      51
f790aa9a62cf   kafka               167.09%   382.7MiB / 3.823GiB   9.78%     1.52MB / 2.93MB   0B / 238kB   110
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
860517acb542   productor           0.51%     211.4MiB / 3.823GiB   5.40%     10.6kB / 1.39MB   0B / 0B      2
40a7d96ff35d   cliente_historico   0.09%     25.62MiB / 3.823GiB   0.65%     14.3kB / 6.05kB   0B / 0B      4
886b94cdcddd   consumidor_redis1   0.80%     20.01MiB / 3.823GiB   0.51%     1.87MB / 2.99MB   0B / 0B      2
ed31fdfa6e8f   consumidor_mongo1   0.63%     31.83MiB / 3.823GiB   0.81%     2.09MB / 2.31MB   0B / 0B      8
48e73dd4ab5d   sectorizador        0.00%     24.24MiB / 3.823GiB   0.62%     1.09MB / 1.07MB   0B / 0B      4
c46f710821e4   cliente_atm         0.02%     23.65MiB / 3.823GiB   0.60%     26.6kB / 41.4kB   0B / 0B      1
cd6bfe45793d   kafka_ui            21.27%    240.9MiB / 3.823GiB   6.15%     67kB / 7.28kB     0B / 209kB   35
0802920a6c28   redis               1.19%     10.71MiB / 3.823GiB   0.27%     4.02MB / 1.54MB   0B / 0B      6
f29aad2c7381   mongodb             1.06%     97.39MiB / 3.823GiB   2.49%     2.26MB / 661kB    0B / 0B      36
f790aa9a62cf   kafka               570.59%   546.8MiB / 3.823GiB   13.97%    1.52MB / 2.94MB   0B / 238kB   175
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
860517acb542   productor           0.47%     211.4MiB / 3.823GiB   5.40%     11.7kB / 1.59MB   0B / 0B      2
40a7d96ff35d   cliente_historico   0.08%     25.62MiB / 3.823GiB   0.65%     15.1kB / 6.3kB    0B / 0B      4
886b94cdcddd   consumidor_redis1   23.03%    20.03MiB / 3.823GiB   0.51%     2.14MB / 3.41MB   0B / 0B      2
ed31fdfa6e8f   consumidor_mongo1   73.09%    31.83MiB / 3.823GiB   0.81%     2.35MB / 2.53MB   0B / 0B      8
